track_name,artist_name,album_name,release_date,popularity,track_id,region
Descer Pra BC,"Brenno & Matheus, DJ Ari SL",Descer Pra BC,2024-11-15,83,6RzcNTnS02dnqoQMdTkQwi,Brazil
Imã de Problema,"Henry Freitas, Mc Th",Toca Que Eu Quero Ouvir,2024-09-20,87,7HrDxxY2b7vOKxJHtqdXN6,Brazil
Resenha do Arrocha,"J. Eskine, Alef Donk",Resenha do Arrocha,2024-11-29,81,0NQyryTVbjGMtWMA1eSqIn,Brazil
Do Job,"MC Tuto, Grelo",Do Job,2024-11-11,80,3TnSAp3TfGMYptOqv234uK,Brazil
Femme Like U - Tribute 2024 Remix by Tribbs,"K.Maro, Tribbs",Femme Like U (Tribute 2024 Remix by Tribbs),2024-12-13,44,3BAb6WZUhmPxEkoWK6aQZn,Brazil
Última Saudade - Ao Vivo,Henrique & Juliano,Manifesto Musical 2 (Ao Vivo / Vol.1),2024-12-13,71,4y93vvzu2h8MITw7YyUTcI,Brazil
Última Noite - Solo,Léo Foguete,Obrigado Deus,2024-10-26,73,3cwVKjzKSTfvacYJF6Tkub,Brazil
Cantada Boba - Ao Vivo,Jorge & Mateus,Check-In (Ao Vivo),2024-11-07,81,2gfn28JSINCJGLrUimmu0l,Brazil
2025,"MC Tuto, DJ Oreia",2025,2024-12-16,78,0UGGLKM970ymsBBN5TKjsD,Brazil
Miss You,Gran Error,Miss You,2024-12-13,38,53O4Ml3JlLojE19onincHb,Brazil
Última Noite,"NATTAN, Léo Foguete",Estilo Nattanzinho (Ao Vivo em São Paulo),2024-08-07,79,6Ap9SM1WkmI4b4Mo2Cpa6f,Brazil
Medley de Igaratá 3,"Mc Negão Original, DJ Guh Mix, DJ Japa NK",Medley de Igaratá 3,2024-11-07,80,4FbYt9D0katV4nXZaC01Yt,Brazil
Malvadinho,"MC LUUKY, DJ JB Mix",Menor do Desacato,2024-12-03,72,5TOvA5Uhxti7FPh0EIdClV,Brazil
Mentirosa - Ao Vivo,"Hugo & Guilherme, Wesley Safadão",Mentirosa (Ao Vivo),2024-12-19,80,7pBPXkaVQaP3Y3Wwfkpvbn,Brazil
Stuck,82MAJOR,X-82,2024-10-15,50,1opdEnVoRU71lZHyjgNMGJ,Brazil
Puta É Só um Detalhe,"DJ Douglinhas, DJ Miller Oficial, MC Torugo",Puta É Só um Detalhe,2024-10-14,57,4eqOz5gdCYww9GB5q3q1pU,Brazil
MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1,"DJ TOPO, Mc Livinho",MTG NA IMAGINAÇÃO (TOPO SESSIONS VOL. 1),2024-09-13,81,4jUZymsR3lkia9wkP0o9cX,Brazil
Body Splash - Ao Vivo,"Felipe Araújo, Luan Pereira",Carta Aberta (Ao Vivo / Vol.1),2024-11-06,74,1AM8pZn5uY89vkItAH5bm3,Brazil
Sei Tocar Violão - Ao Vivo,Clayton & Romário,Ao Vivo Em Brasília (EP3),2024-09-26,81,2KdyhL41F9solmRiyLQ3yl,Brazil
Sit Down,"Lahrel, Afro B",Sit Down,2024-10-18,36,2yoSCIiSDgHGj71QRa2bjV,Brazil
UM PALMO - Ao Vivo,"Luan Pereira, Léo Foguete",UM PALMO (Ao Vivo),2024-12-11,77,2M2eRVCQbC3rHFSm9oT3YD,Brazil
Penélope Charmosa 2,"Boladin 211, Dejinha, MC Rick",Penélope Charmosa 2,2024-09-27,72,6VH6SBNNL2RVWwImq046ce,Brazil
FANTASMA (versão GORDÃO DO PC),"GORDÃO DO PC, Mc Menor DN, Mc Leozin, Ana Laura Lopes",FANTASMA (versão GORDÃO DO PC),2024-12-11,75,6x6EA3N9xXgptSakS7VZUg,Brazil
Sujeito Homem - Ao Vivo,Guilherme & Benuto,Sujeito Homem (Ao Vivo),2024-10-17,80,2cGRf9skACWnKRK1eLYBJn,Brazil
One Of A Kind,"Star 2, SPRITE",One Of A Kind,2024-12-06,37,1zoNRNiiZOBKESXZcOHtOM,Brazil
Banquinho - Ao Vivo,Felipe e Rodrigo,As melhores de 2024 - Felipe e Rodrigo (Ao Vivo),2024-12-20,41,6tiLLehoFiDA8yk4ePebgp,Brazil
Arruma Um Bão,Israel & Rodolffo,Termômetro,2024-10-03,80,6ukVCqH77f6cwRHyJBhGgy,Brazil
Peça Íntima,"Murilo Huff, Ana Castela",Peça Íntima,2024-10-10,80,5rHhO6SBSzo3E9m3KHyCtt,Brazil
A Danada Me Ligando,"MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako",A Danada Me Ligando,2024-08-23,80,3H7eBmcTJyuEMStfmKuLmG,Brazil
5D,Steinsdotter,5D,2024-12-15,36,1jGvgeLgyeNXKFWZD8jqWB,Brazil
Uma e Quinze da Manhã,Natanzinho Lima,De Bar em Bar 4.0,2024-03-06,79,39O9PGzlZnVTOhAYQjyBRG,Brazil
Mentira Estampada,"Wesley Safadão, Natanzinho Lima",Arrocha Safadão,2024-09-06,76,4dGx53NJZJyuuLP5ownH1p,Brazil
Apaguei Pra Todos - Ao Vivo,"Ferrugem, Sorriso Maroto","Ferrugem 10 Anos, Vol. 1: O Início (Ao Vivo)",2024-04-18,77,65vJAh07BdwurqR9SRa6f8,Brazil
Float Away,"MYKNS, soleil",Float Away,2024-11-29,48,0XsZBDsx5AE8oTfvnbDDYt,Brazil
PARECE - Ao Vivo,Luan Santana,Verão Sertanejo 2025 - Só Hits,2025-01-09,66,4HDqfO6SQMHFeGDFcepIPP,Brazil
365 Dias (Vida Mansa),"MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael",365 Dias (Vida Mansa),2024-09-27,80,2drZGdAOxfE2KoMGTkidmq,Brazil
Vai Lá - Ao Vivo em Goiânia,Maiara & Maraisa,iMEMsidão (Ao Vivo em Goiânia),2024-12-12,64,5DxPUI3cMU7EkayHlYLJCI,Brazil
Die With A Smile,"Lady Gaga, Bruno Mars",Die With A Smile,2024-08-16,100,2plbrEY59IikOBgBGLjaoe,Brazil
Paredões,"Grelo, Henrique & Juliano",Paredões,2024-11-29,75,4IlklRFZUgNQlwwW0PSLm7,Brazil
E Aí Como Que Tá ?,"MC Tuto, Oldilla",2T Na Levada,2024-09-26,77,44BehH5rk8B5K4OtRxqpez,Brazil
"Chapa Máxima - feat. CAO$, Dj Lv Mdp","Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp","Chapa Máxima (feat. CAO$, Dj Lv Mdp)",2024-12-05,74,3yCtRV7LMeGBpvSHDR8uMV,Brazil
Cachorro,Thiago Carvalho,Cachorro,2024-12-20,78,2f6GG12VL2rGMS9BGjD7rM,Brazil
Interestelar,Plutonio,Carta de Alforria,2024-11-08,63,5lGXgWvY60L80gKGk5Clgc,Portugal
Amar Pela Metade,Calema,Amar Pela Metade / Aimer À Moitié,2024-09-20,57,3NhDCAOOhfGrHxuwquVgNz,Portugal
Vem Cá,"No Maka, Joana Oliveira",Vem Cá,2025-01-09,34,6PYtp8saDbdZftCBQm3F74,Portugal
Desliza,Ana Moura,Desliza,2024-09-19,47,5CYWaMpBev0t7JgscBAeYv,Portugal
País das Maravilhas,Plutonio,Carta de Alforria,2024-11-08,59,0qGRWcPOMkkt7edm4wMVRf,Portugal
Bênção,"Mizzy Miles, Van Zee, Bispo",Bênção,2024-03-01,59,1hdWqiFAy5hNRxyVpDy81P,Portugal
Chuva,Diogo Piçarra,Chuva,2024-11-15,42,2uB7S2blkS8H0HnzwWAQDS,Portugal
CHAMPIONS LEAGUE,"Mizzy Miles, Slow J, Gson",CHAMPIONS LEAGUE,2025-01-17,50,7jMSd85QqbHjqlpDSr66Hg,Portugal
Faz Bem,"Bluay, Julinho Ksd",Faz Bem,2024-01-19,58,38adAyMqsOEwCdXETWCPPa,Portugal
O Teu Cheiro,Bispo,O Teu Cheiro,2024-10-11,56,23PQOfRFXeQ6ZR4q7ZfM5r,Portugal
Só Fé,Grelo,É o Grelo,2024-07-19,73,0bPP5cDG1ZnbAVCEa3ZbQ1,Portugal
Quem És Tu?,"Van Zee, FRANKIEONTHEGUITAR",ALTA COSTURA,2025-01-10,46,51Bmvm95rfbb7fJnVzAC77,Portugal
Juras,Mariana Pereira,Juras,2025-01-17,32,0bMU79dbvAax22hvi3u7ot,Portugal
Acordar,Plutonio,Acordar,2024-05-24,58,1M7pnSHpd4i5xFE2nUGq2W,Portugal
Por ti Amor,"Matias Damásio, D.A.M.A",Por ti Amor,2024-11-15,48,2ZrBQjL7BS9y1zXUgWSf4U,Portugal
Before I Lose My Voice,Richie Campbell,Before I Lose My Voice,2024-09-27,52,7frjoQg8cSUY0Pb7OpCvl5,Portugal
Even,"Richie Campbell, Van Zee, FRANKIEONTHEGUITAR",IT WILL HURT BOTH WAYS,2024-06-14,57,1cTamrfYAUHnoiMf2gpq55,Portugal
Habibi,Dillaz,O Próprio,2024-02-16,53,31w82iq7jsYmPAsM8YChIy,Portugal
Game Over,"No Maka, Umbelino, Mara Cortez",Game Over,2024-09-19,34,00rG52fVU3VmAUqRqH4dQA,Portugal
Tata,Slow J,Afro Fado,2023-11-24,58,0fPOFtS7ZylYKcC9b64cSj,Portugal
Brutos Diamantes,"SYRO, Bispo",11 11,2023-11-11,52,0Mt4MqKdU2Z5wcBE9vybbi,Portugal
Alô,"Dillaz, Plutonio",O Próprio,2024-02-16,60,6vBuEFImAx36hDYiYqBtkZ,Portugal
Chamadas,"Ivandro, Van Zee",Chamadas,2023-09-29,43,5qp0l5NUFRlwLuDs9Xxogv,Portugal
Sozinho,"No Maka, Mike Flowers",Sozinho,2024-06-20,37,6FRjQPBZ4pEdKWGSCSgeh8,Portugal
Brutos Diamantes,"SYRO, Bispo",Brutos Diamantes,2023-11-10,41,2Dn1EJ0AQAWSgl3cyeJK3V,Portugal
Gone (all over again),Noble,Gone (all over again),2024-11-15,27,1NoE4Z0ovRDSxk8pk6vmbK,Portugal
Designer,Brytiago,Trap Vibes,2023-05-18,25,3nuv4KFJCze5vcQC7kBBz3,Portugal
Contra Probabilidades,"Bispo, Julinho Ksd",Contra Probabilidades,2024-06-21,54,5nYYQ85x9DwEiEpETQNlNC,Portugal
Fica,Umbelino,Fica,2025-01-16,23,71aUNoaXhwTWfLdWkHCMDW,Portugal
Amor De Ganga,Miguel Luz,Amor De Ganga,2024-10-22,55,2y5mEYDDPoQCgz55sP3eUz,Portugal
Rosa (feat. CONAN OSIRIS),"Nuno Ribeiro, CONAN OSIRIS",Rosa (feat. CONAN OSIRIS),2024-03-08,48,0w224dseDmkVEslHsZfkG3,Portugal
Juro,Meninos do Rio,Juro,2024-11-29,22,7ttSjpnePc2S7mCCo5kmWn,Portugal
"Ela não sabe, pois não?",Bárbara Tinoco,Bichinho (para onde vai o amor?),2024-05-31,52,10xWn4Ju0hK96COGlHm70s,Portugal
Foragido,João Couto,Foragido,2025-01-09,11,7Co4IqAHSmekeIWGLQgNB3,Portugal
UH LA LA LA,"LON3R JOHNY, Plutonio",ANTI$$OCIAL,2023-04-01,0,7zogy2wgR1sOBYLx9ouhcq,Portugal
Ultimamente,Slow J,Afro Fado,2023-11-24,49,2OXcFFTAhcpElg1ZMAqLB7,Portugal
Reykjavík,David Derekh,isto não é um álbum.,2024-12-12,28,7HZhe5Kycx0Zl43gCqNqSK,Portugal
Carro (feat. Dillaz),"Bárbara Bandeira, Dillaz",Finda,2023-10-06,54,5yS8wgwBnmjpXwGislck0n,Portugal
Até ao Fim,Maninho,Até ao Fim,2023-11-03,55,0KVuFaXvgC5v4xRlSIiitI,Portugal
One Day,Regal Noise,One Day,2025-01-17,27,2OifWaGYwh3HrPJA7yUTcY,Portugal
to my younger self (Roses),Alexa Kate,wishing you well,2024-07-12,25,7bhGAnmxEerfeUrSIJO4xT,Portugal
2 passos,bruno barbosa,2 passos,2024-11-22,11,5kagX7IdYbVbJKtL0cBuQM,Portugal
Não Me Importa,"Afro Connexion, Tommy Guitar",Não Me Importa,2024-11-22,35,25kY6gmdHHbBNaMFvu2pnP,Portugal
Romance de Balcão - André Henriques Remix,"ÁTOA, André Henriques, Grupo Académico Seistetos (Universidade Évora)",Romance de Balcão (André Henriques Remix),2024-10-18,21,1IEeqO3re8gxnjEQbKx3wr,Portugal
Alma Nua,Van Zee,Alma Nua,2022-12-16,45,6qqCZliorzZbHI6HWM02g1,Portugal
A Sós,RAFA MARTINI,A Sós,2024-10-10,24,6HzHacIoDT4rikjvmDu9aS,Portugal
Dois,Fernando Daniel,Dois,2024-03-15,42,4eYWyX4X4InIx1QnKkv3UI,Portugal
Amor de Ferro,"Diogo Piçarra, Pedro Abrunhosa",Amor de Ferro,2024-02-22,44,7LET87zmdD3hHXmijQwR9r,Portugal
Tranquilo,"No Maka, Mike Flowers",Tranquilo,2023-09-29,36,07AubG1Lics5ehjbcFncCK,Portugal
Woman,Charli Elle,Woman,2023-11-03,19,5b69cWDK4rXk94G8sM5GCL,Portugal
Daydreaming,Bruklin,Daydreaming,2024-10-16,18,4MbbPlazYHz892lbnWPelv,Portugal
Maria Joana,"Nuno Ribeiro, Calema, Mariza",Maria Joana,2023-04-14,54,4yY22pTpZ7qqOEGUtbE6D4,Portugal
Quem Sou Eu,Rafael Abrantes,Quem Sou Eu,2024-10-25,22,79eXUmnWzmai1lNpbipH1p,Portugal
PIÑA COLADA,"LON3R JOHNY, Plutonio",PIÑA COLADA,2023-07-29,52,4r4PT8ztky9NfGINelXcxM,Portugal
Eu e Tu,"Mike11, D.A.M.A",Eu e Tu,2024-07-05,38,4YN0S8r2onJGCiPdVrMh8A,Portugal
É o que é,Nena,É o que é,2024-02-02,36,4H4l9EBvtbj5Z18TsXTTSc,Portugal
Garota (feat. Marisa Liz),"Maninho, Marisa Liz",Garota (feat. Marisa Liz),2024-06-07,54,3YsnklkstFoHWUNw6Oqici,Portugal
Nota 100,"No Maka, Laton",Nota 100,2018-05-31,34,3OrekJKG24QIq5Djxzl2vW,Portugal
Planeta,"Bispo, Bárbara Tinoco",Planeta,2023-03-24,52,0r1WiGIHk8ys95AvbqCbwW,Portugal
Amanhã De Manhã - Remix,"Doce, André Henriques",Amanhã de Manhã (André Henriques Remix),2024-05-24,24,5DPU5U07c12sZ4ueOn9SHq,Portugal
Outro Planeta,Virgul,Outro Planeta,2024-07-05,43,5gowKvKBEEpQhdAL2Qklhe,Portugal
Look,"Brada, Andreaa",Culture,2024-07-19,20,53EtySiG6D0m9GFSaVJPQa,Portugal
#Sextou,"No Maka, ILBF, Favela Lacroix",#Sextou,2019-06-28,27,0SOPsClC3TtTEmfUjo2nba,Portugal
casa,Fernando Daniel,V.H.S (vol.1),2023-05-26,51,53gXl8SihJLcFeC2D8g6ry,Portugal
Cura,ECSTAZZZ,Cura,2024-11-01,22,7JFuGg6JP0OgWwiCQnFsL3,Portugal
Chakras,"Ivandro, Julinho Ksd",Chakras,2023-04-28,47,3dbWR5RYjRmbtY6QIGNUs4,Portugal
Caladinho,Mickael Carreira,Caladinho,2023-11-10,39,3C4Em4onvpJL4OlamGdlMD,Portugal
A Nossa Dança,Calema,A Nossa Dança,2023-04-06,57,0xKBEEJwpjaLn1QhCdyKcf,Portugal
Chamada não Atendida,Bárbara Tinoco,Bichinho,2023-04-21,46,0qOdDzi89OD7CBnCivfHEf,Portugal
Loucamente,"D.A.M.A, Los Romeros",Loucamente,2023-05-12,47,7dmP18O7QHHwf2VXjBauJ3,Portugal
Noite,"Ivandro, Vitor Kley",Noite,2023-11-17,44,2v21Q5ape3sbMXCNBX7NIy,Portugal
0044,"LON3R JOHNY, ProfJam",LONDON LP,2025-01-09,54,7cfIbKCASPe9FDhYjaQnDd,Portugal
